return_id,order_id,user_id,sku,return_reason,return_date
6e07a5c7-6330-4da0-9fca-f0b5f0c1883a,c79c5f28-bbcb-4b26-98f6-ae2bd73f4814,179f66ae-c969-4e28-bfe8-e43add998321,SKU-00067,didn't work,2025-06-28
de84b9cd-8e53-4630-ac00-07ebed9ba9cf,fa4851cf-e0d5-47ab-ad68-305e570d2ed9,47aeb4e1-98ab-4c60-8c40-7a4bcecfc2d1,SKU-00693,wrong size,2022-02-28
c7eb1d6a-3e7a-4130-93bb-5bf852cc9902,e3eb72e7-e61d-45bc-9de8-fa43aeefae0b,0f75c52d-263a-4351-91bc-1d753343078c,SKU-00900,delayed,2025-03-24
8a989806-9893-4998-93ce-392c82f23d29,1d6e5bf5-3aef-4e6a-b1c8-e7eeac368057,b9b7e744-2956-4994-b5d9-350a5e80de39,SKU-00285,wrong size,2025-06-12
74596af9-0b94-49ec-bb4a-d39b18c22266,b1ce6651-aaaf-4f0e-81bd-2832153c870a,b7709f7e-8640-48ed-8f17-ef9303399b74,SKU-00477,too small,2024-12-06
33d75b8d-ccfb-423f-b0e6-626019a4f1dc,c8bca2ad-aca7-4dac-b7b7-6a0fef40b7ac,de53ef04-624a-4b91-a7ae-6430720799f2,SKU-00867,IDK,2023-11-15
3026232c-0c96-4c1b-9bbc-621f4685c48b,acb06cee-22a3-42ea-b362-ecc4496d38cd,751b345a-2331-4b86-8482-d80ff937d082,SKU-00283,IDK,2024-03-13
29bc797a-5f8e-4470-aefb-53d66d5cc5c5,9791f2b0-5628-4021-b4b2-9fb112217a1f,95184e38-f0dd-4826-a654-3256d83c2dac,SKU-00693,didn't match,2021-06-21
2aa41edf-ab6b-4fb1-8656-51ba5e6f7c02,96cf4ab8-dfa3-4e33-8cc3-566e574e5f62,dbf19f61-0983-42bb-a0c6-524ba9062257,SKU-00433, hate it,2024-11-01
6cd71ec3-53b7-4a13-abf6-16ecf362ffc1,c359cdf8-aceb-4c7d-b574-3767dc4edb36,0bcc72ef-0dfc-4d22-b709-3dfee0c1df67,SKU-00277,changed mind,2025-03-26
d32d2e6b-99e4-4024-8029-f5f6e5448c80,9c3baed5-9d38-4256-b83b-fc6a1f7cb4b1,b1ea2bd1-57ac-40eb-a29c-7e697e6f415f,SKU-00983,not needed,2025-03-08
b999dbf8-bea0-4b7a-9aa3-e29437435b84,d0e73e58-b3cc-4c09-aeff-71d1dfca8d06,9f53b85f-509a-48bd-9fa7-405404179d1c,SKU-00154,wrong size,2025-03-17
1894bae6-75ec-47b0-a41d-42d2a12d4310,53f17dd1-a087-4a32-86c8-d9f16d398f55,48fa0a0d-57e3-4082-a8e2-3815b72d217e,SKU-00930,delayed,2024-10-22
c86b6fc5-15dd-4740-b941-a353d0a7583e,e8a63e33-6052-409b-8a9e-fa04c55c85b8,db0571ee-291f-4bc3-8221-eda02f77ff4f,SKU-00875,too small,2024-12-07
c244554a-30d5-46ff-a331-961cefa340b5,2da62bfb-d683-48fe-bb48-61ce2caf2120,35276f38-c2c3-42d3-b376-1dfc7848512c,SKU-00798,changed mind,2025-06-16
4a449abc-dc55-4c99-8f48-eeb2984ba224,538a87a1-f1c7-4b76-bfb9-5bbb3ba5e0aa,52da02ce-ac72-4276-973b-7195f779fa5d,SKU-00139,changed mind,2024-07-06
e6ff9481-b4cf-4e06-a78e-462f25c5b666,5e89b03d-cfd8-4fef-b7bc-0557824ec1f3,5c5ce4de-1996-41c0-b4e8-c9b64513a3c3,SKU-00206,delayed,2024-11-25
b08d640d-8752-42f0-a7f2-b763f6fdeef7,d36e1764-07ca-4146-b89a-de5fed406b61,02a43f97-ffb9-42b7-8cd1-95b61c2c34b8,SKU-00500,too small,2025-02-27
e8a058fe-6ae0-4c3c-8b5a-dbce129986e2,85721ae0-c9fd-4f1b-8ca7-a758421eca80,ca5b0011-6724-493c-925a-882209402978,SKU-00657,too small,2022-12-28
21b35998-24f5-418c-a8bb-79586293183e,29a78957-3a90-4f5c-a2eb-1ad1b739ff98,27231aae-44bc-4366-a940-01f2fcde469e,SKU-00821,wrong size,2022-04-08
6f5b9f5b-f54f-4ae4-ad00-74051d080769,599dc3c2-5477-4303-969e-239315f6a32a,c6e59dfb-a01e-43dc-910f-07e6d9683c9f,SKU-00669,too small,2024-06-07
de85c378-d534-4b79-922b-f152f22e6e33,f4014f3a-41b3-49b2-ab72-507637b5b11d,e4efd649-2bb0-429d-b763-a5e40a00ff06,SKU-00299,wrong size,2023-04-10
11a8cff2-d114-48ef-9eba-bf58a5640c6f,31e1946b-d7a8-4fe1-8ba1-74a849fd4399,676f854b-7e6b-4b48-a274-fac9392b59bf,SKU-00794,too small,2024-08-04
2bf7f3a0-d276-40c9-a3b3-aaaa49319bc5,d86b1546-6b1b-4586-9d51-f0d66d0343e3,c90f88ce-afaa-46fa-ab7f-f12b729b4486,SKU-00419,delayed,2025-05-10
45144ecb-6fb9-42fa-be77-5d914d7788e1,83c7c052-0aad-4705-9e7a-54bd58faf4fe,16cbb16b-4011-4eb7-8e7e-58ecdd3c38f8,SKU-00060,not needed,2023-10-07
961a5ddc-b351-4022-9d44-23f39a51b4a9,8b0d1d2c-0c4c-4f5b-ac3e-e4e3c4d89e20,b5a73fe6-4f77-43ee-90e3-e421ba5d4faf,SKU-00697,didn't match,2025-03-28
01e8e701-934a-4d8d-a393-80f9825f724b,27f677a4-ddd9-4967-adac-952b5853dc03,f5150af1-a080-43c7-ad90-f5b541489d34,SKU-00720,delayed,2025-01-15
ae1207a6-232d-4072-920f-a66960ad4b23,595a97d9-6af6-4628-8e32-f8ee001891ea,ff6be635-0e94-47d4-9f28-be55c8f8caa8,SKU-00378,wrong size,2024-11-02
7bbd7fb7-816e-439f-a292-1b0072fedc4f,df92bf71-f511-44c2-b49c-87a011a17771,1d0a3b8f-dbb7-4b65-bc0c-ff8cce963dd1,SKU-00619,wrong size,2024-10-25
e86f8212-7dfb-47d6-8420-0d3c61d6da7a,5d379528-7386-4a96-a891-d1b24fce1cb6,9954a6ac-17c0-4f7b-849e-7d918c226048,SKU-00039,changed mind,2025-05-29
d7eaeee3-4270-4004-b618-06ff0fb929ea,b273c3b5-fd1f-40cd-ac17-af60d0077563,40cb01d9-fd45-4011-bedd-369ad8a23f20,SKU-00315,not needed,2024-11-26
4145b3bf-4cf3-4386-b3ec-6b8e2bba675d,39cad462-c7c5-4274-aef9-821dc3da1512,9a2858a7-ef72-4644-9173-0f1352faff14,SKU-00627,didn't match,2025-04-29
8c3e1362-2580-4711-be5d-97e0828f0bbf,0e8f435c-5234-400c-84bd-02c2782ad881,f30b61cc-5273-47f5-a6d2-6dbd636be36e,SKU-00968,delayed,2023-12-22
23fb1d37-d797-4d7e-9483-70174168259d,e3895703-4bd8-4044-8071-8795e04ef192,274718a2-ab5a-479b-9d13-657f3f8a8f33,SKU-00609,delayed,2025-06-14
322876a6-3857-4682-8f3d-f1a6588b2fc1,5fb32a99-3d10-46a6-bc03-c605f793a279,bccffc46-ffed-4675-90a4-fd56935d03b2,SKU-00969,changed mind,2024-11-19
f724d306-30d2-4e41-a3e0-b63342db0006,aea6c18e-f51a-4fb9-97a6-464f55e4f276,20be17ad-c5b4-42dc-8f3a-b777263bce63,SKU-00113,not needed,2023-12-17
f1b212df-adf1-453c-9f6a-c67e6ae963fb,5f97240d-c84a-42ff-96cc-d238c82c3974,b7c36d31-8954-416d-a529-7dee7d2d85d6,SKU-00124,didn't match,2025-06-21
077ef8d7-3ade-4283-a8a7-ac06c701e4b0,1be54e3b-a094-435b-8fe8-3845edc25e7e,031221a8-fcf5-4c77-b2f8-fd9e9ebb1743,SKU-00842,changed mind,2025-05-21
da3e664b-c5bc-4c91-b924-68fa6917defd,c4222c32-cd29-467d-b478-6e158476760a,c78c6ebf-4fd8-4439-98fc-6f866febc60d,SKU-00714,no reason,2023-07-28
11d40279-4410-4687-901a-f66b981ef9d1,89922d78-6c55-459c-aa46-a7a17ebafd83,7dd1d51b-5e69-4849-9393-d7bb738aaee1,SKU-00127,not needed,2025-04-04
747144fb-9a24-4b1d-b1e5-57b0943aab73,78fcbc93-95f5-48f1-a3fa-524f80314c4c,313bc020-55be-491b-8d08-17dd0db38d6f,SKU-00914,too small,2024-06-15
0c7c0735-3f09-4e32-b616-2254fe0ac525,2310c595-59cf-4499-8bf4-f35439dd0b9d,2b2f8594-8303-481c-93bd-e4f25afc72a6,SKU-00548,changed mind,2025-05-17
5437dfdf-e342-4bef-b857-918f2a7e42c5,59082bee-e9f4-42fa-b8f0-8c39517a8acb,bac40e8a-9d40-4942-ad54-bdb28bb0ea9a,SKU-00958,didn't match,2022-09-11
74d02f70-b2ec-4f9b-959e-37a109c09a8a,438a8cf5-2782-4017-ba74-4114f9157213,c6e82087-4853-4cb7-99a7-3d13978eb8eb,SKU-00227,didn't match,2023-10-12
1663e79f-9136-4e19-a2fb-0572c0e20fbd,537dd319-0795-4f87-a21f-206bb9280333,f08e7b63-1be4-40e5-ba24-7f33489edbcd,SKU-00651,not needed,2023-10-03
0170b4f9-edd2-4e1e-9770-d042335e595a,b9a31d1f-25f2-430c-a60c-280ea1f0f131,c8e724c2-17b6-4265-935f-bba5720a3457,SKU-00271,changed mind,2024-04-17
1bcbe555-f182-41ba-9eed-9326495c02cd,67e7c70a-4175-4278-8adf-b7cd4dacc640,a2ab6c4a-948a-4059-85c0-e6655967c123,SKU-00874,didn't match,2024-03-18
e0d9afd3-41df-4f0c-af82-38c81c47ff40,9a57c1de-e7fa-47ee-afb7-548351399c56,70054e09-2f8d-4c66-9e9c-73bd22dfed07,SKU-00129,not needed,2025-04-02
6a4d1c2f-5041-45b7-aa17-69cfe30bbce3,64de2b4c-7454-4bb1-8579-2b4ff6a696b7,7e97652f-4308-4a37-9c3b-1a500f105901,SKU-00595,not needed,2023-04-07
45797ad1-4fda-41df-84da-8b076b4f1ef1,9da3e446-c6f0-42ed-b12f-9fbb7ef405ac,3b8b4419-7da1-4549-940f-3463f937d95d,SKU-00020,changed mind,2023-06-23
9d3d4af2-91f3-40fc-9f72-11b908aa62cc,919ee2b0-90b4-40ac-93a2-a1babb5383e3,e84d982e-5c88-412e-801d-0a4565316519,SKU-00501,delayed,2025-07-05
0f88cda1-0669-4dea-b317-0f6252cb596f,d0119c50-3205-40c5-8cc4-707d642d7612,ec0e1375-731a-49b8-b444-feedb02c5f50,SKU-00610,wrong size,2025-06-29
16eaeff2-79dc-4ff6-a594-007b287d5003,3867bd35-d2d0-421d-9540-56ecdac5156c,912cbf4a-6981-471f-ad1b-a6c37f60319f,SKU-00692,didn't match,2023-11-14
30612abc-7868-4c51-9fac-1bab02ef05d9,4ea5225e-445b-4169-9a61-d96b3561b1c0,ed1cb505-77e1-44ef-bcfb-24b372ed2f16,SKU-00512,changed mind,2024-05-16
1f14236e-cd42-4d5d-bc98-9cb6efa015af,49becd79-5853-486a-b67c-7e24be2fa71d,6f40a8e8-cbdc-4581-b91d-0276fa7ab055,SKU-00538,delayed,2023-12-13
040cfeb5-fa26-4d5f-8f5f-d2d01c239f8d,12306b52-3e93-44e9-8fda-5b8601cc28e6,2306ab0a-bee6-4d36-94f2-e8da9539eef1,SKU-00036,didn't match,2025-07-26
9228234d-053e-4ebb-b9ee-6aa235e8fb81,b3fb378f-6d00-42ae-a334-5c11a8580234,c8cf1b36-d723-417d-814d-c97af9925c2b,SKU-00505,wrong size,2023-09-14
eaabcbed-5769-49a4-9df4-f94e6dffdfdd,bafe918e-aeb3-4d64-b314-2bfdc1de2f08,090255f6-b310-493e-ba48-ecb5ca0a3a0f,SKU-00109,didn't match,2024-05-14
6dd9e208-40c1-4172-9218-87a3c3272e3e,38e9c634-d27d-4b97-9091-cb459a2467c8,4ab41c63-bce4-439c-ab15-1015cc5971c6,SKU-00793,delayed,2025-06-15
3fdf14a4-3ba9-4ea0-b3f1-a25b31c2a6a0,b6d93261-dee5-4ba8-a6a2-d9157d8fea4d,96a29dfe-f688-44ba-a69e-2b83ac53f439,SKU-00841,wrong size,2023-07-23
4479b27b-045f-432b-a769-dd1852233e1b,9612844c-6cf3-408e-a468-272e5755bbe8,55a51958-f3f1-4784-bf28-11541f565705,SKU-00062,not needed,2024-02-18
726528c4-7e08-45f2-ad53-f3477a76eb65,f449b7c4-376c-448f-af3f-5e0a748d8151,9c01aa43-5362-43e8-a5bd-0ef41f7af095,SKU-00152,changed mind,2024-12-26
09f0b58c-5fc7-4b72-9732-e60ccf6da94d,074e1df1-7982-4c9b-a669-d1d9da808405,12aba084-9c04-47ff-8cbb-17f28c1b5150,SKU-00248,not needed,2025-01-26
d9b202ec-ae65-4a4c-8850-7a7c006206df,3b630c16-0cf4-4df2-b07e-3371b082b70b,f35462de-4417-4310-a9df-110b50977eb2,SKU-00829,didn't match,2025-07-01
76bb8b1b-0029-4406-ba9f-07c377ded5a5,48b34706-da2e-42df-8cbd-900e8e5feedf,6a5b14cb-cf5f-4344-9f4a-816adc7c3755,SKU-00829,didn't match,2025-06-28
d97bdd49-9628-4567-a81b-5fcd7d8ea5de,6d3dff62-447c-43d2-b8ad-15f322f1c1a8,188661f7-16e7-4bf2-9a30-20d4737b4824,SKU-00152,changed mind,2022-09-07
a67fddc3-4666-4253-8700-1b7dfe0edf2b,806bf977-1591-4c5b-8459-5f95adf0e2fe,cbef93db-2949-4fe6-9134-4a7c093b8b31,SKU-00321, hate it,2024-01-14
40449ea5-795f-4fda-aff3-99979d5d80c7,e18ab292-3f4c-4578-8281-94d851d9d396,b252bcbd-4afd-4c6a-9a03-2949aeee9386,SKU-00840,changed mind,2024-08-04
228c92b0-b19c-409a-8101-cb16b9cbc22b,bea7cae9-b2ae-4e09-aa75-f1951a213276,e8eb020e-6efb-4647-a29e-d84b3c6e640f,SKU-00358,didn't match,2025-05-12
ca3507ef-236e-40f5-8af5-22d6606d8e12,65ff7fdb-8759-4111-ae57-a0ef472f5c42,366ff481-d348-4cc1-9044-a45b2ecc548c,SKU-00409,too small,2024-09-13
89de9a9e-1228-4294-9584-230994bddd88,6db147f2-41db-47be-9444-36f6e3ddfe65,eb44aef2-d30e-4ce4-9b8d-855fdfc3cba7,SKU-00606,wrong item,2023-08-19
e96c22b7-6d91-4c4a-ae42-20a285248b3f,07d8aa87-d1e7-489e-a2a7-197831809596,e1be5f20-412e-4f0c-b176-00968f9e18e6,SKU-00482,wrong size,2024-04-16
5a819aef-0b41-4b13-8ae8-3fdfc0dfcb3b,db318463-725e-45c8-9785-d5843a1fa184,9b4710d5-0630-4300-8b1d-3cffe23b12b2,SKU-00664,too small,2025-03-10
4f339bd0-2bce-4309-82d6-b291aefa7277,9b87d651-32d1-4c0b-8f6f-caca88c2cbbd,52bc5403-7c82-4bdf-b1c8-409155188349,SKU-00809,not needed,2025-02-06
6fd152b4-06c2-4a22-b1b5-cef98564b605,50879b82-5432-4c52-a1f5-4712dfffd7c6,c2a9711d-2bda-4005-ba0a-b8de0da101a5,SKU-00499,too small,2023-07-23
bb72a7bc-0dee-4803-bfca-11a94080590f,e27d8926-42fe-410b-8bbf-794a67dcd180,b8028abc-41f5-41e3-a37e-3d727c2b31f1,SKU-00571,wrong size,2025-03-03
33512399-cf45-473a-ae97-1651302431ca,18e8eb5d-719d-48f4-ad5a-e5e61769a9b0,b4c9d252-07a5-493d-aa1f-1bc32568dbdf,SKU-00168,not needed,2024-08-09
249bcf50-ab57-40c2-82d5-1948f491615a,95007b26-734c-4870-94ec-3c963daba267,3b045d13-82e9-4c6a-bd44-a3fbd2db8634,SKU-00813,changed mind,2024-01-21
04f460a5-e007-4fd9-8dea-78a698b270c8,16c6f30e-13d2-44a1-9672-4a771d752b8b,32dbb797-678e-49fa-9113-0bbe2c3bebfc,SKU-00936,changed mind,2022-12-12
1f47e194-505a-4939-9d9a-ab9663588788,d08788ef-06b2-41cc-81a7-5bce9f6ba7e9,66dbcedc-f07b-45cf-9e36-a48eebff66a5,SKU-00165,delayed,2023-11-18
d5ea1003-c2b9-4c0f-85a6-148c870f337a,836b024a-b780-4908-80c7-e199fed83305,8eed3b2f-ac7f-4a75-92ea-bf8f000d6b9e,SKU-00193,didn't match,2024-06-14
137c4d81-6f4f-4768-bff8-f1cc8da733ba,734b815f-51b0-4df3-9c22-cc1e9dc62e2f,d8b8cdac-437f-4ba7-919f-f11471f5e770,SKU-00141,not needed,2025-02-28
4bb1cf9a-b51f-486f-94b5-2be8002a1f30,9b164ea6-cdbc-4825-bdd2-45bfc328fd96,3b9971f9-fe0a-4e11-8479-6f80b4638776,SKU-00685,not needed,2025-06-02
7f87916b-2fc9-4553-a992-dcfe3a8cbb9e,47a33fcd-4f0d-4eb2-9ea8-a435175d9bc6,2672533c-5af5-4baf-88c2-4d8b724b8821,SKU-00377,not needed,2021-10-28
f2c9c664-fd67-4bc9-8b63-06b0bd3b586e,edc8448c-e474-4cbb-ae31-08a7fe559520,932f214f-bde8-4e07-bdef-42ae4bef85be,SKU-00157,changed mind,2023-07-12
c88b30f9-c8bd-416e-a058-765a4ae7e35d,87c7f6bb-17e1-4ac2-b4f2-30411f7d63f2,3ecc6b3b-cde2-4855-aff4-812ced2bb18e,SKU-00425,too small,2022-03-09
8198445e-87e4-488a-b0ee-70147e743d31,34ee1e8d-ab81-472b-b037-b545d1604a18,5b6c6160-e88a-4392-a4f0-2777edf4f35c,SKU-00048,changed mind,2024-05-14
631ccfe4-a952-487b-8ba4-7927d2a3d182,e2472b33-b41c-4d92-ade7-09bfd664b4c8,04c8fa8b-dd34-488f-8873-9b9c191e4355,SKU-00343,didn't match,2023-07-14
c2e1ba40-4634-41b1-8e23-3779275e3985,c399cf70-2044-4aab-967c-c7ae5eab8c80,48dfd95d-e800-4258-a49e-fce9bfdd1eee,SKU-00842,delayed,2024-01-18
785225f8-4ba4-44e0-8dab-2b8755c6719e,f5b2e32a-394a-4821-a949-2aae0b0e2c86,119e6a37-fa43-4a3b-ae65-01b97fa978ce,SKU-00173,too small,2025-03-21
d54b7a5c-fe70-4f95-8100-77e95548f17a,30444f65-e577-473b-b19c-4f20e76c5374,f8d1cfd3-e492-4f23-b935-569848d555bd,SKU-00401,wrong size,2025-06-16
c802a655-2515-4bd6-8726-ccd78429c7ae,9b284865-3566-4022-bc55-4352709ee1b3,a011a883-3a0d-43a5-81f6-f61541639c95,SKU-00294,wrong size,2022-02-20
37e976c5-d087-417e-91b8-907cfe5d4d67,1209333e-04da-49c5-bc59-1fe9cb00d5d9,4b8a016a-da04-46cb-959b-c799b1c5bfdb,SKU-00627,not needed,2024-08-25
4bf32852-734b-488d-a694-d93bda4fa3ac,f51be1ea-8d22-4c78-a18c-0cd730fce43d,9d47d1ce-c6c1-49cb-a5ea-3c64f878fdaa,SKU-00515,no reason,2025-03-14
5bc5dcb7-d4d7-4113-be2c-443878802ff0,e3553498-6310-454b-8b3b-910563f16398,690d33b5-e1f2-464d-82ce-a9c3057c4034,SKU-00498,delayed,2024-05-13
188cf1c0-154b-40f3-8f3e-544f370f3b48,7c179fae-4e83-4530-80f8-a5eac5bb9af1,2ce46402-3ed0-45fd-ad5d-a7593e4fa223,SKU-00063,delayed,2023-09-25
e3cddd43-b56a-4392-b798-5fc5c820b483,c29f4ebb-46b3-473b-82f8-e16a36bd148d,2100d4dd-ad4b-4daa-8c96-dbd3c7ed4be5,SKU-00864,not needed,2023-05-18
1370caf8-1d0a-4c50-b2da-7d01cc1f79fe,492490f4-613d-4e44-b33b-b47acacac0b9,b7602622-6e32-41cb-9634-b8686d7b85fd,SKU-00541,delayed,2024-10-24
9944bb9c-542d-4a28-a7aa-c513f96984d6,ed5cbe33-3f0f-4f87-8fed-a2eb1a3f5d3d,d1930a03-2b56-4e0b-b06f-ca579be70f55,SKU-00434,wrong size,2025-06-08
805363ab-aa46-41c5-bd5a-c85c7874940d,3f7576c0-a329-4fb9-ae94-916b72fdccd7,75aae59e-c5ae-4fcd-a977-fd7d858e3cbb,SKU-00546,didn't match,2024-03-01
3429483e-532c-4f69-a4fd-98ba3d19e26a,18285cee-d8f7-4588-80db-4670c33c7bcc,55226179-6a0a-4896-88f2-406b9bf7ab3f,SKU-00513,too small,2024-11-04
231032f5-c444-49c4-b236-65100301f5b4,8be90979-09c0-438a-bec3-bce3f7c8d252,5085c5c4-0b2d-49d4-8d06-cd65541e1be4,SKU-00975,changed mind,2025-04-05
96de3a52-1c25-4b29-8026-18ec5c7c930b,07b9b0c6-7b3d-49b1-8c96-d8c45bbcbad3,00250e1c-c9e5-4cc5-b584-b3d7f2f39942,SKU-00170,delayed,2022-03-20
f2be6c15-a630-49f0-be3a-504a68f98620,9858acd4-afae-4383-b6d9-1cedc1a82e53,6b65f8e0-8a4f-4ef2-8a1d-adec4e31edc9,SKU-00573,didn't match,2024-01-23
e286b955-c2c4-4063-9804-02221b472b74,c8e25d8b-e1f2-4cfd-ab60-7b5f5a011ee5,6a4fef92-2d8f-4c32-821f-4d22456e423f,SKU-00080,didn't match,2025-02-18
f91588ba-69d8-42cf-997e-22bb1a1d2cda,084eb470-e85e-4308-acd0-b80a0b9adf06,ebdad14c-6d3a-4384-a0b8-7ee55f40bcfd,SKU-00869,delayed,2022-07-01
d123f24b-93ee-4c52-8820-c4f5219bf190,785653d0-48ea-4737-9ce1-c688ffb9a68b,bfed9b06-9f39-4690-b570-deff84aa9a8e,SKU-00626,didn't match,2025-01-26
3dda9c53-99ef-4c4c-954d-306539e79dcf,c782f377-dfca-4928-a6fd-68ac0d2bb6e1,628cc1e2-1c52-4343-a888-745625e45153,SKU-00512,wrong size,2025-04-28
1f877644-b569-4e7c-9293-a0fdbb548a9c,f1af4109-3b5f-432b-9185-c2617efbef5e,fe28b18f-9ad7-4503-8cfa-7bddb5063a76,SKU-00325,didn't match,2022-03-25
a82b2f16-37f1-4cc0-a885-5fcf13e50b97,b85b4b7d-fc6e-4069-bbfb-858389dd0366,41061211-e5a6-48b8-94c9-dec53f2c02e7,SKU-00068,too small,2025-07-19
487bef4f-4633-4738-bfc5-8695a362a861,00ed7487-db6e-4d13-9441-4d516cbaa110,ddae7db2-276e-437f-a2a4-7c65b3e62e8c,SKU-00278,changed mind,2020-09-13
d505f130-7e58-47b6-884b-bce905c0cbd5,7f027ba9-d5a3-4fd8-a7c6-6cbeeeec9c80,f24f0128-700c-4850-8ea6-9b3b4c262337,SKU-00205,delayed,2023-10-12
47acd877-6a90-488c-9fe3-6ec8fda10355,4f91e7d9-cbe0-44b0-b2b5-d8a4f1968b9f,3f338d06-4930-4636-966c-9a42d46a75bc,SKU-00998,not needed,2022-11-14
a683982d-1b23-44b7-87ab-df449dd20f30,1579d61b-ac69-4176-a69e-b953b44e6a5e,9aa9d6cb-01ea-4bb8-9e08-ab3a654be18b,SKU-00958,too small,2024-10-04
b9397907-e24b-4d4f-8149-3dc94e4df7ad,45b28536-7f33-4e0e-832a-4cf4a6bba81e,8e2f6a1f-2745-4982-9cf8-c12e925b8dc3,SKU-00597,delayed,2023-07-17
805063b5-4406-4db6-bc49-86b5857fd0c4,679599c4-2cb9-43bd-b6b1-736c188001d1,5936f9aa-322b-4f31-a59a-759b52bab472,SKU-00726,IDK,2025-06-29
e0927007-147d-4ba0-95ee-49d2bd880873,91944110-7632-4b13-81ae-787482334988,41070fad-91ed-4f64-9683-8a374c770bae,SKU-00454,too small,2021-07-31
999716f7-762c-4e3f-ac21-9eaa4da05155,9ce2e20c-bb2b-44e3-b37f-bcbd8da8fc81,3e412482-c5d0-4b6c-9ff1-f4d437a4d3ca,SKU-00087,wrong size,2025-01-28
0d77a41f-dca0-432a-88e3-33447132e8e2,f2858b5f-ff3c-40a2-bf6a-9a4b01d03727,bb167ae8-2baa-47e2-86aa-c954f80845b4,SKU-00815,delayed,2024-06-22
72796c26-580b-4ae9-85c1-60d08eea8f2b,ad546194-58d6-44cc-9927-2ff45e1abaa5,58ebac3a-e001-4d55-8408-54322346eb63,SKU-00224,,2025-04-25
77d77276-aa28-48c7-bf61-e691d7f5684d,1105a156-79c0-497b-80bd-ff9cf8d8087e,49a5ce8b-7a30-4ab8-a032-42c68dfc9f50,SKU-00146,wrong size,2024-03-19
0524bcb6-d861-4e91-9a8e-b63b7d076ab5,cb8f635a-d105-4fd9-afc3-f3e78a307ce3,fb450a59-2d1c-40c3-873b-7d5ba12e6947,SKU-00238,didn't match,2021-02-12
15989137-ac65-44a7-9370-c37eaa0ccc2a,48378a70-2311-410c-8abb-4bbcf05ab5ba,211a6c40-69df-464a-bcd1-abb4ac22c254,SKU-00455,not needed,2023-04-28
db869305-09de-4e3b-8cf7-5b9dd9c39b45,b8ebbebe-d9d0-4030-9378-9e9c11586556,56a19d5a-2cfb-4b43-9a13-b5b7581e5a33,SKU-00147,wrong size,2023-11-06
b2571c20-ee45-49fb-b33d-120541ab7ae6,1fdc84e6-7717-428c-9cc3-abf06cca3001,314a0734-85d9-4fb2-bdcf-8f72c60735db,SKU-00222,changed mind,2021-05-26
